#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica		"17225_2_21","ERS5913492"	Rubislaw	PDT001292126.1	2022-04-21T16:36:48Z	Gambia	human	clinical	PDS000108617.1	0		SAMEA8226920	GCA_023086875.1		antigen_formula=11:r:e,n,x,serotype=Rubislaw
Salmonella enterica		"17225_2_20","ERS5913491"	Rubislaw	PDT001292127.1	2022-04-21T16:36:48Z	Gambia	human	clinical	PDS000108617.1	0		SAMEA8226919	GCA_023089805.1		antigen_formula=11:r:e,n,x,serotype=Rubislaw
Salmonella enterica		"17225_2_18","ERS5913490"	Typhimurium	PDT001292128.1	2022-04-21T16:36:49Z	Gambia	human	clinical	PDS000041999.102	4	20	SAMEA8226918	GCA_023090235.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_17","ERS5913489"	Typhimurium	PDT001292129.1	2022-04-21T16:36:49Z	Gambia	human	clinical				SAMEA8226917	GCA_023082165.1	fosA7=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_24","ERS5913488"	Enteritidis	PDT001292130.1	2022-04-21T16:36:49Z	Gambia	human	clinical				SAMEA8226916	GCA_023090185.1	blaTEM-1=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_23","ERS5913487"	Give	PDT001292131.1	2022-04-21T16:36:49Z	Gambia	human	clinical				SAMEA8226915	GCA_023082175.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica		"25292_2_4","ERS5913486"	Typhimurium	PDT001292132.1	2022-04-21T16:36:50Z	Gambia	human	clinical	PDS000016322.6	0		SAMEA8226914	GCA_023090265.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_22","ERS5913485"	Poona	PDT001292133.1	2022-04-21T16:36:50Z	Gambia	human	clinical				SAMEA8226913	GCA_023090205.1		antigen_formula=51:z:1,5,serotype=Antsalova
Salmonella enterica		"17225_2_19","ERS5913484"	Typhimurium	PDT001292134.1	2022-04-21T16:36:51Z	Gambia	human	clinical	PDS000108615.1			SAMEA8226912	GCA_023082225.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"65_10","ERS1791540"	Paratyphi C	PDT001302766.1	2022-05-09T18:35:24Z	Senegal	human	clinical				SAMEA104127647	GCA_023286395.1		antigen_formula=7:c:1,5,serotype=Paratyphi C or Choleraesuis or Typhisuis
Salmonella enterica	10	"10","CFSAN128459","SRS16879128"		PDT001641348.1	2023-02-24T02:09:01Z	Tunisia	human	clinical	PDS000065758.734	10	50	SAMN33426578	GCA_028853165.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	9	"9","CFSAN128458","SRS16879117"		PDT001641359.1	2023-02-24T02:09:04Z	Tunisia	human	clinical	PDS000065758.734	14	59	SAMN33426577	GCA_028853025.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	8	"8","CFSAN128457","SRS16879106"		PDT001641370.1	2023-02-24T02:09:06Z	Tunisia	human	clinical	PDS000065758.734	6	17	SAMN33426576	GCA_028852745.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	7	"7","CFSAN128456","SRS16879095"		PDT001641381.1	2023-02-24T02:09:08Z	Tunisia	human	clinical				SAMN33426575	GCA_028852525.1		antigen_formula=3,10:e,h:1,6,serotype=Anatum
Salmonella enterica	52	"52","CFSAN128501","SRS16879086"		PDT001641390.1	2023-02-24T02:09:10Z	Tunisia	human	clinical	PDS000116598.2	29	30	SAMN33426620	GCA_028852325.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	51	"51","CFSAN128500","SRS16879085"		PDT001641391.1	2023-02-24T02:09:11Z	Tunisia	human	clinical				SAMN33426619	GCA_028852345.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	6	"6","CFSAN128455","SRS16879084"		PDT001641392.1	2023-02-24T02:09:11Z	Tunisia	human	clinical	PDS000065758.734	4	16	SAMN33426574	GCA_028852165.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	50	"50","CFSAN128499","SRS16879083"		PDT001641393.1	2023-02-24T02:09:11Z	Tunisia	human	clinical	PDS000121798.4	12	15	SAMN33426618	GCA_028852185.1	gyrA_D87Y=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	49	"49","CFSAN128498","SRS16879082"		PDT001641394.1	2023-02-24T02:09:11Z	Tunisia	human	clinical	PDS000030503.30	0		SAMN33426617	GCA_028852305.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,gyrA_S83F=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	48	"48","CFSAN128497","SRS16879081"		PDT001641395.1	2023-02-24T02:09:11Z	Tunisia	human	clinical	PDS000121798.4	6	4	SAMN33426616	GCA_028852205.1	gyrA_D87Y=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	47	"47","CFSAN128496","SRS16879080"		PDT001641396.1	2023-02-24T02:09:11Z	Tunisia	human	clinical	PDS000031044.9	11		SAMN33426615	GCA_028852225.1		antigen_formula=4:d:1,7,serotype=Schwarzengrund
Salmonella enterica	46	"46","CFSAN128495","SRS16879079"		PDT001641397.1	2023-02-24T02:09:12Z	Tunisia	human	clinical	PDS000121798.4	2	7	SAMN33426614	GCA_028852265.1	gyrA_D87Y=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	45	"45","CFSAN128494","SRS16879077"		PDT001641398.1	2023-02-24T02:09:12Z	Tunisia	human	clinical	PDS000001876.35	5	47	SAMN33426613	GCA_028852235.1	blaCARB-2=COMPLETE,dfrA15=COMPLETE,floR=COMPLETE,gyrA_S83Y=POINT,sul1=COMPLETE,sul1=PARTIAL,tet(G)=COMPLETE	antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	44	"44","CFSAN128493","SRS16879078"		PDT001641399.1	2023-02-24T02:09:12Z	Tunisia	human	clinical	PDS000003831.18	18	22	SAMN33426612	GCA_028852285.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	43	"43","CFSAN128492","SRS16879076"		PDT001641400.1	2023-02-24T02:09:12Z	Tunisia	human	clinical				SAMN33426611	GCA_028852125.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	42	"42","CFSAN128491","SRS16879075"		PDT001641401.1	2023-02-24T02:09:12Z	Tunisia	human	clinical	PDS000027970.439	4	7	SAMN33426610	GCA_028852145.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	41	"41","CFSAN128490","SRS16879074"		PDT001641402.1	2023-02-24T02:09:13Z	Tunisia	human	clinical	PDS000065758.734	2	19	SAMN33426609	GCA_028852105.1	gyrA_D87N=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	5	"5","CFSAN128454","SRS16879073"		PDT001641403.1	2023-02-24T02:09:13Z	Tunisia	human	clinical	PDS000142541.14	25	39	SAMN33426573	GCA_028852085.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,blaTEM-33=COMPLETE,blaTEM-35=COMPLETE,blaTEM-84=COMPLETE,blaTEM=COMPLETE,gyrA_D87N=POINT,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	40	"40","CFSAN128489","SRS16879072"		PDT001641404.1	2023-02-24T02:09:13Z	Tunisia	human	clinical	PDS000065758.734	2	19	SAMN33426608	GCA_028852065.1	gyrA_D87N=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	39	"39","CFSAN128488","SRS16879071"		PDT001641405.1	2023-02-24T02:09:13Z	Tunisia	human	clinical	PDS000100251.113	15	36	SAMN33426607	GCA_028852025.1	aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	38	"38","CFSAN128487","SRS16879070"		PDT001641406.1	2023-02-24T02:09:13Z	Tunisia	human	clinical	PDS000065758.734	7	21	SAMN33426606	GCA_028852045.1	gyrA_D87N=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	37	"37","CFSAN128486","SRS16879069"		PDT001641407.1	2023-02-24T02:09:13Z	Tunisia	human	clinical	PDS000024019.4		21	SAMN33426605	GCA_028852005.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	36	"36","CFSAN128485","SRS16879068"		PDT001641408.1	2023-02-24T02:09:14Z	Tunisia	human	clinical	PDS000027970.439	4	3	SAMN33426604	GCA_028851965.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	35	"35","CFSAN128484","SRS16879067"		PDT001641409.1	2023-02-24T02:09:14Z	Tunisia	human	clinical	PDS000030992.6	1		SAMN33426603	GCA_028851985.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	34	"34","CFSAN128483","SRS16879066"		PDT001641410.1	2023-02-24T02:09:14Z	Tunisia	human	clinical	PDS000030992.6	1		SAMN33426602	GCA_028851945.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	33	"33","CFSAN128482","SRS16879065"		PDT001641411.1	2023-02-24T02:09:14Z	Tunisia	human	clinical	PDS000121798.4	2	4	SAMN33426601	GCA_028851925.1	gyrA_D87Y=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	32	"32","CFSAN128481","SRS16879064"		PDT001641412.1	2023-02-24T02:09:15Z	Tunisia	human	clinical	PDS000121798.4	2	6	SAMN33426600	GCA_028851905.1	gyrA_D87Y=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	31	"31","CFSAN128480","SRS16879063"		PDT001641413.1	2023-02-24T02:09:15Z	Tunisia	human	clinical	PDS000065758.734	2	48	SAMN33426599	GCA_028851885.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	4	"4","CFSAN128453","SRS16879062"		PDT001641414.1	2023-02-24T02:09:15Z	Tunisia	human	clinical				SAMN33426572	GCA_028851845.1		antigen_formula=16:f,g:-,serotype=Tees
Salmonella enterica	30	"30","CFSAN128479","SRS16879061"		PDT001641415.1	2023-02-24T02:09:15Z	Tunisia	human	clinical	PDS000065758.734	2	46	SAMN33426598	GCA_028851865.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	29	"29","CFSAN128478","SRS16879060"		PDT001641416.1	2023-02-24T02:09:16Z	Tunisia	human	clinical	PDS000065758.734	2	12	SAMN33426597	GCA_028851825.1	gyrA_D87N=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	28	"28","CFSAN128477","SRS16879059"		PDT001641417.1	2023-02-24T02:09:16Z	Tunisia	human	clinical	PDS000065758.734	2	16	SAMN33426596	GCA_028851805.1	gyrA_D87N=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	27	"27","CFSAN128476","SRS16879058"		PDT001641418.1	2023-02-24T02:09:16Z	Tunisia	human	clinical	PDS000065758.734	2	16	SAMN33426595	GCA_028851785.1	gyrA_D87N=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	26	"26","CFSAN128475","SRS16879057"		PDT001641419.1	2023-02-24T02:09:16Z	Tunisia	human	clinical	PDS000121798.4	2	8	SAMN33426594	GCA_028851745.1	gyrA_D87Y=POINT	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	25	"25","CFSAN128474","SRS16879056"		PDT001641420.1	2023-02-24T02:09:16Z	Tunisia	human	clinical	PDS000065758.734	0	53	SAMN33426593	GCA_028851705.1	qnrB19=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	24	"24","CFSAN128473","SRS16879055"		PDT001641421.1	2023-02-24T02:09:17Z	Tunisia	human	clinical	PDS000065758.734	0	53	SAMN33426592	GCA_028851765.1	qnrB19=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	23	"23","CFSAN128472","SRS16879054"		PDT001641422.1	2023-02-24T02:09:17Z	Tunisia	human	clinical	PDS000065758.734	12	56	SAMN33426591	GCA_028851685.1	qnrB19=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	22	"22","CFSAN128471","SRS16879053"		PDT001641423.1	2023-02-24T02:09:17Z	Tunisia	human	clinical				SAMN33426590	GCA_028851725.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	21	"21","CFSAN128470","SRS16879052"		PDT001641424.1	2023-02-24T02:09:17Z	Tunisia	human	clinical	PDS000065758.734	6	15	SAMN33426589	GCA_028851665.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	3	"3","CFSAN128452","SRS16879051"		PDT001641425.1	2023-02-24T02:09:17Z	Tunisia	human	clinical	PDS000065758.734	3	12	SAMN33426571	GCA_028851645.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	20	"20","CFSAN128469","SRS16879050"		PDT001641426.1	2023-02-24T02:09:17Z	Tunisia	human	clinical	PDS000016170.6	12		SAMN33426588	GCA_028851625.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	19	"19","CFSAN128468","SRS16879049"		PDT001641427.1	2023-02-24T02:09:18Z	Tunisia	human	clinical	PDS000065758.734	5	17	SAMN33426587	GCA_028851605.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	18	"18","CFSAN128467","SRS16879048"		PDT001641428.1	2023-02-24T02:09:18Z	Tunisia	human	clinical	PDS000027970.439	13	3	SAMN33426586	GCA_028851565.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	17	"17","CFSAN128466","SRS16879047"		PDT001641429.1	2023-02-24T02:09:18Z	Tunisia	human	clinical	PDS000065758.734	3	14	SAMN33426585	GCA_028851585.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	16	"16","CFSAN128465","SRS16879046"		PDT001641430.1	2023-02-24T02:09:18Z	Tunisia	human	clinical	PDS000031466.6	5	9	SAMN33426584	GCA_028851545.1	aph(3')-Ia=COMPLETE,gyrA_D87Y=POINT,tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	15	"15","CFSAN128464","SRS16879045"		PDT001641431.1	2023-02-24T02:09:18Z	Tunisia	human	clinical	PDS000027970.439	15	23	SAMN33426583	GCA_028851525.1	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA32=COMPLETE,ere(A)=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul2=COMPLETE,tet(C)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	14	"14","CFSAN128463","SRS16879044"		PDT001641432.1	2023-02-24T02:09:18Z	Tunisia	human	clinical	PDS000137630.1	1		SAMN33426582	GCA_028851485.1	sul2=PARTIAL	antigen_formula=4:l,v:1,7,serotype=Bredeney
Salmonella enterica	13	"13","CFSAN128462","SRS16879043"		PDT001641433.1	2023-02-24T02:09:19Z	Tunisia	human	clinical	PDS000137630.1	1		SAMN33426581	GCA_028851505.1	sul2=PARTIAL	antigen_formula=4:l,v:1,7,serotype=Bredeney
Salmonella enterica	12	"12","CFSAN128461","SRS16879034"		PDT001641442.1	2023-02-24T02:09:20Z	Tunisia	human	clinical	PDS000065758.734	10	50	SAMN33426580	GCA_028851305.1	qnrB19=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	11	"11","CFSAN128460","SRS16879018"		PDT001641459.1	2023-02-24T02:09:24Z	Tunisia	human	clinical				SAMN33426579	GCA_028850995.1		antigen_formula=3,10:e,h:1,6,serotype=Anatum
Salmonella enterica	2	"2","CFSAN128451","SRS16879017"		PDT001641460.1	2023-02-24T02:09:24Z	Tunisia	human	clinical	PDS000030992.6	5		SAMN33426570	GCA_028850945.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	1	"1","CFSAN128450","SRS16879016"		PDT001641461.1	2023-02-24T02:09:24Z	Tunisia	human	clinical	PDS000013823.36	6		SAMN33426569	GCA_028850965.1	dfrA5=COMPLETE,qnrB19=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
